,,Ext Raw,Ext Env,Flex Raw,Flex Env,,,,,,,,,,
,,2.47,0.34,5.49,3.3,,2.47,0.34,5.49,3.3,,2.79,0.45,5.43,4.22
,,2.56,0.34,5.49,3.28,,2.56,0.34,5.49,3.28,,1.68,0.54,5.47,4.22
,,2.66,0.32,5.5,3.27,,2.66,0.32,5.5,3.27,,2.66,0.52,5.48,4.21
,,2.47,0.28,5.41,3.29,,2.47,0.28,5.41,3.29,,2.49,0.48,5.48,4.22
,,2.68,0.27,5.48,3.27,,2.68,0.27,5.48,3.27,,2.68,0.48,5.45,4.2
,,2.44,0.28,5.48,3.25,,2.44,0.28,5.48,3.25,,2.59,0.46,5.52,4.19
,,2.79,0.31,5.46,3.26,,2.79,0.31,5.46,3.26,,2.26,0.5,5.43,4.21
,,2.36,0.27,5.49,3.25,,2.36,0.27,5.49,3.25,,2.38,0.45,5.42,4.17
,,2.54,0.24,5.44,3.24,,2.54,0.24,5.44,3.24,,2.74,0.5,5.55,4.14
,,2.47,0.22,5.47,3.25,,2.47,0.22,5.47,3.25,,3.03,0.58,5.39,4.15
,,2.52,0.19,5.44,3.25,,2.52,0.19,5.44,3.25,,2.54,0.52,5.47,4.12
,,2.53,0.17,5.46,3.25,,2.53,0.17,5.46,3.25,,2.38,0.49,5.49,4.11
,,2.58,0.15,5.46,3.25,,2.58,0.15,5.46,3.25,,2.29,0.57,5.4,4.12
,,2.66,0.14,5.45,3.26,,2.66,0.14,5.45,3.26,,2.66,0.49,5.47,4.1
,,2.63,0.16,5.54,3.26,,2.63,0.16,5.54,3.26,,2.18,0.53,5.33,4.1
,,2.43,0.16,5.45,3.29,,2.43,0.16,5.45,3.29,,2.68,0.61,5.48,4.07
,,2.48,0.15,5.49,3.28,,2.48,0.15,5.49,3.28,,2.78,0.69,5.43,4.09
,,2.5,0.13,5.45,3.28,,2.5,0.13,5.45,3.28,,2.76,0.63,5.5,4.07
,,2.51,0.14,5.47,3.27,,2.51,0.14,5.47,3.27,,2.81,0.65,5.4,4.08
,,2.53,0.14,5.53,3.26,,2.53,0.14,5.53,3.26,,2.04,0.7,5.46,4.02
,,2.48,0.14,5.48,3.26,,2.48,0.14,5.48,3.26,,,,,
,,2.48,0.13,5.47,3.26,,2.48,0.13,5.47,3.26,,,,,
,,2.44,0.16,5.51,3.28,,2.44,0.16,5.51,3.28,,,,,
,,2.46,0.16,5.43,3.28,,2.46,0.16,5.43,3.28,,,,,
,,2.51,0.17,5.45,3.27,,2.51,0.17,5.45,3.27,,,,,
,,2.55,0.17,5.41,3.28,,2.55,0.17,5.41,3.28,,,,,
,,2.56,0.19,5.51,3.27,,2.56,0.19,5.51,3.27,,,,,
,,2.54,0.2,5.45,3.27,,2.54,0.2,5.45,3.27,,,,,
,,2.61,0.21,5.43,3.27,,2.61,0.21,5.43,3.27,,,,,
,,2.47,0.23,5.44,3.27,,2.47,0.23,5.44,3.27,,,,,
,,2.49,0.22,5.46,3.27,,2.49,0.22,5.46,3.27,,,,,
,,2.5,0.22,5.43,3.28,,2.5,0.22,5.43,3.28,,,,,
,,2.58,0.22,5.46,3.28,,2.58,0.22,5.46,3.28,,,,,
,,2.49,0.23,5.47,3.29,,2.49,0.23,5.47,3.29,,,,,
,,2.51,0.25,5.46,3.28,,2.51,0.25,5.46,3.28,,,,,
,,2.48,0.26,5.41,3.27,,2.48,0.26,5.41,3.27,,,,,
,,2.34,0.26,5.5,3.27,,2.34,0.26,5.5,3.27,,,,,
,,2.45,0.26,5.46,3.27,,2.45,0.26,5.46,3.27,,,,,
,,2.5,0.24,5.49,3.26,,2.5,0.24,5.49,3.26,,,,,
,,2.46,0.25,5.44,3.28,,2.46,0.25,5.44,3.28,,,,,
,,2.44,0.27,5.42,3.28,,2.44,0.27,5.42,3.28,,,,,
,,2.52,0.26,5.48,3.26,,2.52,0.26,5.48,3.26,,,,,
,,2.52,0.26,5.45,3.25,,2.52,0.26,5.45,3.25,,,,,
,,2.51,0.24,5.48,3.24,,2.51,0.24,5.48,3.24,,,,,
,,2.6,0.23,5.47,3.25,,2.6,0.23,5.47,3.25,,,,,
,,2.52,0.23,5.46,3.25,,2.52,0.23,5.46,3.25,,,,,
,,2.65,0.21,5.45,3.26,,2.65,0.21,5.45,3.26,,,,,
,,2.43,0.26,5.46,3.27,,2.43,0.26,5.46,3.27,,,,,
,,2.53,0.26,5.46,3.26,,2.53,0.26,5.46,3.26,,,,,
,,2.41,0.26,5.44,3.27,,2.41,0.26,5.44,3.27,,,,,
,,2.51,0.25,5.44,3.28,,2.51,0.25,5.44,3.28,,,,,
,,2.44,0.24,5.41,3.3,,2.44,0.24,5.41,3.3,,,,,
,,2.5,0.24,5.52,3.29,,2.5,0.24,5.52,3.29,,,,,
,,2.5,0.26,5.47,3.3,,2.5,0.26,5.47,3.3,,,,,
,,2.57,0.23,5.51,3.3,,2.57,0.23,5.51,3.3,,,,,
,,2.4,0.25,5.45,3.29,,2.4,0.25,5.45,3.29,,,,,
,,2.44,0.24,5.46,3.29,,2.44,0.24,5.46,3.29,,,,,
,,2.48,0.23,5.52,3.3,,2.48,0.23,5.52,3.3,,,,,
,,2.47,0.23,5.43,3.3,,2.47,0.23,5.43,3.3,,,,,
,,2.53,0.23,5.45,3.29,,2.53,0.23,5.45,3.29,,,,,
,,2.48,0.22,5.42,3.29,,2.48,0.22,5.42,3.29,,,,,
,,2.48,0.22,5.43,3.28,,2.48,0.22,5.43,3.28,,,,,
,,2.61,0.21,5.54,3.27,,2.61,0.21,5.54,3.27,,,,,
,,2.54,0.22,5.46,3.28,,2.54,0.22,5.46,3.28,,,,,
,,2.56,0.22,5.42,3.28,,2.56,0.22,5.42,3.28,,,,,
,,2.57,0.2,5.48,3.26,,2.57,0.2,5.48,3.26,,,,,
,,2.41,0.21,5.46,3.26,,2.41,0.21,5.46,3.26,,,,,
,,2.49,0.22,5.47,3.25,,2.49,0.22,5.47,3.25,,,,,
,,2.46,0.21,5.43,3.25,,2.46,0.21,5.43,3.25,,,,,
,,2.34,0.21,5.45,3.24,,2.34,0.21,5.45,3.24,,,,,
,,2.39,0.21,5.48,3.23,,2.39,0.21,5.48,3.23,,,,,
,,2.62,0.19,5.47,3.22,,2.62,0.19,5.47,3.22,,,,,
,,2.51,0.19,5.47,3.22,,2.51,0.19,5.47,3.22,,,,,
,,2.45,0.21,5.44,3.21,,2.45,0.21,5.44,3.21,,,,,
,,2.51,0.2,5.48,3.21,,2.51,0.2,5.48,3.21,,,,,
,,2.57,0.2,5.49,3.22,,2.57,0.2,5.49,3.22,,,,,
,,2.58,0.19,5.49,3.2,,2.58,0.19,5.49,3.2,,,,,
,,2.47,0.19,5.46,3.2,,2.47,0.19,5.46,3.2,,,,,
,,2.54,0.18,5.44,3.21,,2.54,0.18,5.44,3.21,,,,,
,,2.57,0.17,5.48,3.2,,2.57,0.17,5.48,3.2,,,,,
,,2.51,0.19,5.44,3.21,,2.51,0.19,5.44,3.21,,,,,
,,2.39,0.18,5.45,3.2,,2.39,0.18,5.45,3.2,,,,,
,,2.55,0.18,5.44,3.21,,2.55,0.18,5.44,3.21,,,,,
,,2.65,0.17,5.43,3.2,,2.65,0.17,5.43,3.2,,,,,
,,2.46,0.17,5.45,3.2,,2.46,0.17,5.45,3.2,,,,,
,,2.46,0.16,5.46,3.2,,2.46,0.16,5.46,3.2,,,,,
,,2.37,0.16,5.48,3.21,,2.37,0.16,5.48,3.21,,,,,
,,2.56,0.17,5.51,3.21,,2.56,0.17,5.51,3.21,,,,,
,,2.18,0.17,5.49,3.21,,2.18,0.17,5.49,3.21,,,,,
,,2.51,0.16,5.48,3.2,,2.51,0.16,5.48,3.2,,,,,
,,2.36,0.22,5.47,3.21,,2.36,0.22,5.47,3.21,,,,,
,,2.52,0.22,5.43,3.21,,2.52,0.22,5.43,3.21,,,,,
,,2.62,0.22,5.64,3.22,,2.62,0.22,5.64,3.22,,,,,
,,2.11,0.24,5.65,3.25,,2.11,0.24,5.65,3.25,,,,,
,,2.63,0.24,5.49,3.27,,2.63,0.24,5.49,3.27,,,,,
,,2.53,0.32,5.51,3.25,,2.53,0.32,5.51,3.25,,,,,
,,1.71,0.36,5.44,3.24,,1.71,0.36,5.44,3.24,,,,,
,,2.63,0.37,5.44,3.25,,2.63,0.37,5.44,3.25,,,,,
,,1.78,0.5,5.38,3.28,,1.78,0.5,5.38,3.28,,,,,
,,2.91,0.54,5.53,3.3,,2.91,0.54,5.53,3.3,,,,,
,,1.39,0.61,5.34,3.29,,1.39,0.61,5.34,3.29,,,,,
,,2.23,0.63,5.19,3.32,,2.23,0.63,5.19,3.32,,,,,
,,0.77,0.87,5.35,3.38,,0.77,0.87,5.35,3.38,,,,,
,,2.86,0.88,5.5,3.37,,2.86,0.88,5.5,3.37,,,,,
,,2.96,0.87,5.47,3.35,,2.96,0.87,5.47,3.35,,,,,
,,3.55,1.04,5.64,3.36,,3.55,1.04,5.64,3.36,,,,,
,,2.25,1.14,5.54,3.41,,2.25,1.14,5.54,3.41,,,,,
,,1.28,1.09,5.34,3.43,,1.28,1.09,5.34,3.43,,,,,
,,3.46,1.03,5.68,3.42,,3.46,1.03,5.68,3.42,,,,,
,,2.6,1.38,5.4,3.53,,2.6,1.38,5.4,3.53,,,,,
,,3.14,1.59,5.46,3.49,,3.14,1.59,5.46,3.49,,,,,
,,2.37,1.58,5.39,3.46,,2.37,1.58,5.39,3.46,,,,,
,,2.31,1.5,5.19,3.46,,2.31,1.5,5.19,3.46,,,,,
,,0.66,1.73,5.43,3.45,,0.66,1.73,5.43,3.45,,,,,
,,2.31,1.65,5.25,3.45,,2.31,1.65,5.25,3.45,,,,,
,,3.05,1.56,5.19,3.47,,3.05,1.56,5.19,3.47,,,,,
,,3.64,1.46,5.45,3.48,,3.64,1.46,5.45,3.48,,,,,
,,1.7,2.27,5.39,3.46,,1.7,2.27,5.39,3.46,,,,,
,,2.89,2.09,5.46,3.48,,2.89,2.09,5.46,3.48,,,,,
,,2.61,1.82,5.62,3.47,,2.61,1.82,5.62,3.47,,,,,
,,1.56,1.67,5.32,3.47,,1.56,1.67,5.32,3.47,,,,,
,,2.23,1.5,5.39,3.45,,2.23,1.5,5.39,3.45,,,,,
,,2.04,1.44,5.58,3.48,,2.04,1.44,5.58,3.48,,,,,
,,2.03,1.37,5.48,3.5,,2.03,1.37,5.48,3.5,,,,,
,,2.96,1.7,5.58,3.49,,2.96,1.7,5.58,3.49,,,,,
,,2.48,1.77,5.7,3.47,,2.48,1.77,5.7,3.47,,,,,
,,2.92,2.01,5.31,3.47,,2.92,2.01,5.31,3.47,,,,,
,,2.42,2.16,5.56,3.46,,2.42,2.16,5.56,3.46,,,,,
,,1.9,2.16,5.53,3.5,,1.9,2.16,5.53,3.5,,,,,
,,2.85,2.82,5.32,3.49,,2.85,2.82,5.32,3.49,,,,,
,,2.17,3.09,5.41,3.49,,2.17,3.09,5.41,3.49,,,,,
,,2.23,3.38,5.45,3.49,,2.23,3.38,5.45,3.49,,,,,
,,3.07,3.7,5.47,3.47,,3.07,3.7,5.47,3.47,,,,,
,,2.83,3.82,5.46,3.44,,2.83,3.82,5.46,3.44,,,,,
,,3.36,3.83,5.44,3.43,,3.36,3.83,5.44,3.43,,,,,
,,2.8,4.04,5.7,3.45,,2.8,4.04,5.7,3.45,,,,,
,,2.54,4.1,5.48,3.42,,2.54,4.1,5.48,3.42,,,,,
,,1.8,4.16,5.39,3.41,,1.8,4.16,5.39,3.41,,,,,
,,1.08,3.98,5.53,3.4,,1.08,3.98,5.53,3.4,,,,,
,,2.96,4.17,5.58,3.4,,2.96,4.17,5.58,3.4,,,,,
,,2.46,4.14,5.28,3.41,,2.46,4.14,5.28,3.41,,,,,
,,2.07,4.09,5.56,3.41,,2.07,4.09,5.56,3.41,,,,,
,,3.12,4.13,5.7,3.43,,3.12,4.13,5.7,3.43,,,,,
,,2.87,4.04,5.51,3.41,,2.87,4.04,5.51,3.41,,,,,
,,2.4,3.83,5.43,3.43,,2.4,3.83,5.43,3.43,,,,,
,,1.13,3.52,5.48,3.42,,1.13,3.52,5.48,3.42,,,,,
,,1.53,3.54,5.57,3.41,,1.53,3.54,5.57,3.41,,,,,
,,2.58,3.64,5.48,3.41,,2.58,3.64,5.48,3.41,,,,,
,,1.6,3.42,5.64,3.41,,1.6,3.42,5.64,3.41,,,,,
,,2.14,3.29,5.59,3.38,,2.14,3.29,5.59,3.38,,,,,
,,2.49,3.14,5.5,3.37,,2.49,3.14,5.5,3.37,,,,,
,,3.25,2.89,5.22,3.37,,3.25,2.89,5.22,3.37,,,,,
,,3.46,2.81,5.55,3.39,,3.46,2.81,5.55,3.39,,,,,
,,2.43,2.54,5.46,3.4,,2.43,2.54,5.46,3.4,,,,,
,,2.47,2.44,5.61,3.41,,2.47,2.44,5.61,3.41,,,,,
,,2.86,2.38,5.43,3.42,,2.86,2.38,5.43,3.42,,,,,
,,3.03,2.22,5.52,3.41,,3.03,2.22,5.52,3.41,,,,,
,,2.07,2,5.64,3.41,,2.07,2,5.64,3.41,,,,,
,,3.39,1.97,5.39,3.41,,3.39,1.97,5.39,3.41,,,,,
,,2.65,1.89,5.47,3.41,,2.65,1.89,5.47,3.41,,,,,
,,2.72,1.77,5.3,3.42,,2.72,1.77,5.3,3.42,,,,,
,,1.75,1.56,5.55,3.43,,1.75,1.56,5.55,3.43,,,,,
,,2.69,1.44,5.46,3.41,,2.69,1.44,5.46,3.41,,,,,
,,2.38,1.42,5.4,3.41,,2.38,1.42,5.4,3.41,,,,,
,,1.98,1.37,5.32,3.42,,1.98,1.37,5.32,3.42,,,,,
,,1.74,1.29,5.49,3.44,,1.74,1.29,5.49,3.44,,,,,
,,3.93,1.3,5.62,3.53,,3.93,1.3,5.62,3.53,,,,,
,,2.98,1.55,5.59,3.53,,2.98,1.55,5.59,3.53,,,,,
,,2.69,1.5,5.56,3.56,,2.69,1.5,5.56,3.56,,,,,
,,2.86,1.36,5.38,3.57,,2.86,1.36,5.38,3.57,,,,,
,,2.38,1.23,5.54,3.51,,2.38,1.23,5.54,3.51,,,,,
,,2.42,1.12,5.37,3.52,,2.42,1.12,5.37,3.52,,,,,
,,1.47,1.13,5.37,3.52,,1.47,1.13,5.37,3.52,,,,,
,,2.89,1.05,5.56,3.51,,2.89,1.05,5.56,3.51,,,,,
,,2.12,0.97,5.34,3.51,,2.12,0.97,5.34,3.51,,,,,
,,1.86,0.97,5.31,3.49,,1.86,0.97,5.31,3.49,,,,,
,,2.64,1.09,5.51,3.45,,2.64,1.09,5.51,3.45,,,,,
,,2.32,0.99,5.4,3.44,,2.32,0.99,5.4,3.44,,,,,
,,1.81,0.99,5.55,3.44,,1.81,0.99,5.55,3.44,,,,,
,,2.47,0.91,5.55,3.49,,2.47,0.91,5.55,3.49,,,,,
,,2.68,0.93,5.26,3.5,,2.68,0.93,5.26,3.5,,,,,
,,1.54,1.04,5.58,3.5,,1.54,1.04,5.58,3.5,,,,,
,,2.55,1.03,5.41,3.5,,2.55,1.03,5.41,3.5,,,,,
,,3.14,1.02,5.65,3.48,,3.14,1.02,5.65,3.48,,,,,
,,0,1.36,5.34,3.53,,0,1.36,5.34,3.53,,,,,
,,3.05,1.46,4.9,3.66,,3.05,1.46,4.9,3.66,,,,,
,,1.95,1.4,5.58,3.77,,1.95,1.4,5.58,3.77,,,,,
,,3.81,1.41,5.41,3.72,,3.81,1.41,5.41,3.72,,,,,
,,2.87,1.87,5.48,3.7,,2.87,1.87,5.48,3.7,,,,,
,,4.12,1.74,5.35,3.66,,4.12,1.74,5.35,3.66,,,,,
,,2.69,1.79,5.66,3.62,,2.69,1.79,5.66,3.62,,,,,
,,2.04,1.69,5.61,3.63,,2.04,1.69,5.61,3.63,,,,,
,,2.19,1.58,5.58,3.61,,2.19,1.58,5.58,3.61,,,,,
,,2.71,1.49,5.7,3.66,,2.71,1.49,5.7,3.66,,,,,
,,2.09,1.56,5.55,3.63,,2.09,1.56,5.55,3.63,,,,,
,,2.51,1.42,5.44,3.62,,2.51,1.42,5.44,3.62,,,,,
,,1.18,1.46,5.33,3.58,,1.18,1.46,5.33,3.58,,,,,
,,1.15,1.47,5.37,3.56,,1.15,1.47,5.37,3.56,,,,,
,,1.69,1.66,5.48,3.52,,1.69,1.66,5.48,3.52,,,,,
,,3.62,1.54,5.5,3.49,,3.62,1.54,5.5,3.49,,,,,
,,2.96,1.38,5.5,3.47,,2.96,1.38,5.5,3.47,,,,,
,,2.81,1.36,5.45,3.47,,2.81,1.36,5.45,3.47,,,,,
,,2.25,1.4,5.52,3.53,,2.25,1.4,5.52,3.53,,,,,
,,2.94,1.33,5.47,3.51,,2.94,1.33,5.47,3.51,,,,,
,,2.98,1.32,5.59,3.49,,2.98,1.32,5.59,3.49,,,,,
,,2.71,1.37,5.52,3.46,,2.71,1.37,5.52,3.46,,,,,
,,2.71,1.17,5.46,3.43,,2.71,1.17,5.46,3.43,,,,,
,,2.68,1.18,5.4,3.43,,2.68,1.18,5.4,3.43,,,,,
,,2.04,1.17,5.32,3.46,,2.04,1.17,5.32,3.46,,,,,
,,3.69,1.35,5.52,3.46,,3.69,1.35,5.52,3.46,,,,,
,,3.7,1.77,5.21,3.48,,3.7,1.77,5.21,3.48,,,,,
,,2.93,1.58,5.41,3.68,,2.93,1.58,5.41,3.68,,,,,
,,2.78,1.59,5.6,3.79,,2.78,1.59,5.6,3.79,,,,,
,,2.22,1.76,5.83,3.79,,2.22,1.76,5.83,3.79,,,,,
,,2.98,1.74,5.38,3.71,,2.98,1.74,5.38,3.71,,,,,
,,2.78,1.66,5.69,3.7,,2.78,1.66,5.69,3.7,,,,,
,,3.08,1.64,5.56,3.65,,3.08,1.64,5.56,3.65,,,,,
,,3.09,1.68,5.58,3.61,,3.09,1.68,5.58,3.61,,,,,
,,2.14,1.59,5.45,3.58,,2.14,1.59,5.45,3.58,,,,,
,,2.29,1.43,5.43,3.55,,2.29,1.43,5.43,3.55,,,,,
,,3.01,1.29,5.46,3.49,,3.01,1.29,5.46,3.49,,,,,
,,1.41,1.38,5.48,3.49,,1.41,1.38,5.48,3.49,,,,,
,,2.67,1.29,5.32,3.46,,2.67,1.29,5.32,3.46,,,,,
,,2.47,1.18,5.14,3.52,,2.47,1.18,5.14,3.52,,,,,
,,2.69,1.21,5.41,3.56,,2.69,1.21,5.41,3.56,,,,,
,,3.08,1.2,5.4,3.54,,3.08,1.2,5.4,3.54,,,,,
,,2.9,1.24,5.49,3.52,,2.9,1.24,5.49,3.52,,,,,
,,2.61,1.09,5.49,3.46,,2.61,1.09,5.49,3.46,,,,,
,,1.92,1.09,5.45,3.43,,1.92,1.09,5.45,3.43,,,,,
,,2.33,0.96,5.45,3.39,,2.33,0.96,5.45,3.39,,,,,
,,2.49,0.9,5.45,3.36,,2.49,0.9,5.45,3.36,,,,,
,,2.42,0.86,5.47,3.32,,2.42,0.86,5.47,3.32,,,,,
,,2.46,0.78,5.46,3.31,,2.46,0.78,5.46,3.31,,,,,
,,2.46,0.75,5.48,3.29,,2.46,0.75,5.48,3.29,,,,,
,,2.45,0.68,5.47,3.29,,2.45,0.68,5.47,3.29,,,,,
,,2.54,0.7,5.43,3.29,,2.54,0.7,5.43,3.29,,,,,
,,2.49,0.7,5.32,3.34,,2.49,0.7,5.32,3.34,,,,,
,,2.48,0.67,5.5,3.35,,2.48,0.67,5.5,3.35,,,,,
,,2.55,0.63,5.49,3.37,,2.55,0.63,5.49,3.37,,,,,
,,2.48,0.61,5.46,3.41,,2.48,0.61,5.46,3.41,,,,,
,,2.68,0.62,5.5,3.44,,2.68,0.62,5.5,3.44,,,,,
,,2.58,0.57,5.47,3.43,,2.58,0.57,5.47,3.43,,,,,
,,2.39,0.5,5.5,3.42,,2.39,0.5,5.5,3.42,,,,,
,,2.43,0.47,5.46,3.39,,2.43,0.47,5.46,3.39,,,,,
,,2.64,0.43,5.47,3.39,,2.64,0.43,5.47,3.39,,,,,
,,2.45,0.44,5.41,3.37,,2.45,0.44,5.41,3.37,,,,,
,,2.51,0.56,5.47,3.36,,2.51,0.56,5.47,3.36,,,,,
,,2.64,0.55,5.55,3.33,,2.64,0.55,5.55,3.33,,,,,
,,2.54,0.5,5.43,3.34,,2.54,0.5,5.43,3.34,,,,,
,,2.52,0.47,5.51,3.35,,2.52,0.47,5.51,3.35,,,,,
,,2.47,0.5,5.46,3.33,,2.47,0.5,5.46,3.33,,,,,
,,2.47,0.5,5.45,3.32,,2.47,0.5,5.45,3.32,,,,,
,,2.56,0.51,5.39,3.32,,2.56,0.51,5.39,3.32,,,,,
,,2.48,0.52,5.42,3.32,,2.48,0.52,5.42,3.32,,,,,
,,2.47,0.56,5.46,3.31,,2.47,0.56,5.46,3.31,,,,,
,,2.47,0.57,5.52,3.3,,2.47,0.57,5.52,3.3,,,,,
,,2.49,0.59,5.47,3.29,,2.49,0.59,5.47,3.29,,,,,
,,2.41,0.62,5.44,3.27,,2.41,0.62,5.44,3.27,,,,,
,,2.5,0.59,5.48,3.27,,2.5,0.59,5.48,3.27,,,,,
,,2.67,0.58,5.45,3.28,,2.67,0.58,5.45,3.28,,,,,
,,2.58,0.6,5.45,3.28,,2.58,0.6,5.45,3.28,,,,,
,,2.49,0.61,5.44,3.26,,2.49,0.61,5.44,3.26,,,,,
,,2.47,0.62,5.46,3.26,,2.47,0.62,5.46,3.26,,,,,
,,2.58,0.59,5.42,3.25,,2.58,0.59,5.42,3.25,,,,,
,,2.44,0.62,5.43,3.24,,2.44,0.62,5.43,3.24,,,,,
,,2.53,0.6,5.46,3.23,,2.53,0.6,5.46,3.23,,,,,
,,2.44,0.61,5.45,3.22,,2.44,0.61,5.45,3.22,,,,,
,,2.34,0.63,5.46,3.21,,2.34,0.63,5.46,3.21,,,,,